28006, PHOTALINE LASER 14 DEVELOPER REPLENISHER CONCENTRATE;POTASSIUM HYDROXIDE, POTASSIUM SULFITE, POTASSIUM CARBONATE, HYDROQUINONE, WATER; STRONG ACIDS, STRONG BASES;KEEP AWAY FROM STRONG ACIDS;Respiratory Protection:SHOULD NOT BE NECESSARY UNDER NORMAL CONDITIONS. IF EXPOSED TO VAPORS THAT EXCEED TLV OR PEL, WEAR APPROVED VAPOR RESPIRATOR. Ventilation:NOT PROVIDED Protective Gloves:IMPERVIOUS Eye Protection:PROTECTIVE GOGGLES. Other Protective Equipment:AS NECESSARY TO PREVENT SKIN CONTACT. EYEWASH FACILITIES IN VICINITY OF USE. Work Hygienic Practices:NOT PROVIDED Supplemental Safety and Health ABBREVIATION: N/A;
ND 30, 26500012;MINERAL OIL, PETROLEUM DISTILLATE, SOLVENT DEWAXED, SUP DAT: CLAY, EARTH, FLOOR ABSORBENT, OR OTHER ABSORBENT, VENT: (GENERAL AND/OR LOCAL EXHAUST) VENTILATION TO; AVOID CONTACT WITH STRONG OXIDIZING AGENTS;;Respiratory Protection:NOT REQUIRED UNDER NORMAL CONDITIONS OF USE. HOWEVER, IF OIL MISTS ARE GENERATED ABOVE RECOMMENDED PEL/TLV OF 5 MG/M3, THEN A NIOSH/MSHA APPROVED RESP IS ADVISED IN ABSENCE OF PROPER ENVIRONMENTAL CON TROL. (SEE YOUR SAFETY EQUIP SUPPLIER.) Ventilation:NOT REQ UNDER NORM CNDTNS OF USE. HOWEVER, IF UNUSUAL OPERATING CNDTNS EXIST, THEN PROVIDE SUFFICIENT MECHANICAL (ING 3) Protective Gloves:NITRILE RUBBER. Eye Protection:ANSI APPRVD CHEM WORKERS GOGGS . Other Protective Equipment:NORMAL WORK CLOTHING COVERING ARMS & LEGS. EMERGENCY EYEWASH & DELUGE SHOWER MEETING ANSI DESIGN CRITERIA . Work Hygienic Practices:NONE SPECIFIED BY MANUFACTURER. Supplemental Safety and Health FIRE FIGHT PROC: SPRAYED INTO CONTRS OF HOT, BURNING LIQ. DENSE SMOKE MAY BE GENETATED WHILE BURNING. SPILL PROC: SHOULD BE EXCLUDED FROM AREA OF SPILL UNTIL CLEAN-UP HAS BEEN COMPLETED. STOP SPILL AT SOURCE, DIKE AREA OF SPILL TO PVNT SPREADING, PUMP LIQ TO SALVAGE TANK. REMAINING LIQ MAY BE TAKEN UP ON SAND, (ING 2);
HEMOTERGE DILUENT;ETHYLENE GLYCOL PHENYL ETHER, 2-PHENOXYETHANOL, SODIUM FLUORIDE (SARA III); ;;Protective Gloves:NO Supplemental Safety and Health;
RUBBER REJUVENATOR NY-121.;METHYL ALCOHOL (METHANOL) (SARA III), ACETATE., GLYCOL ETHER, NAPHTA (PETROLEUM SPIRITS OR BENZIN); STRONG OXIDIZING AGENTS;HEAT,SPARKS OR OPEN FLAME;Respiratory Protection:SELF-CONTAINED BREATHING APPARATUS. Ventilation:LOCAL EXHAUST IS RECOMMENDED Protective Gloves:NEOPRENE,VINYL Eye Protection:SAFETY GOGGLES Other Protective Equipment:IMPERVIOUS CLOTHING TO PROTECT FROM SPILLS Supplemental Safety and Health;
SILICON POLYMER & SOLVENT;BENZENE (SARA 313)(VP=75@20C)(LD50=3800MG/KG RAT,, ETHYL SILICATE, ACETONE (SARA 313)(VP=186@20C), ISOPROPYL ALCOHOL (SARA 313)(VP=30@20C)(LD50=5840MG/KG ORAL, TOLUENE (SARA 313)(VP=22@20C)(ORAL LD50=5000MG/KG, N-BUTYL ALCOHOL (SARA 313)(VP=4.4@23C)(ORAL LD50=790MG/KG, SILANOL/STPD SILOXANE W/ME SILOXNS (NON-HAZ)(ORAL, VOC = 690 G/L; OXIDIZING AGENTS;HEAT, SPARKS, FLAME, OTHER IGNITION SOURCES;Respiratory Protection:NIOSH APPROVED. Ventilation:EXHAUST VENTILATION/MECHANICAL VENTILATION. Protective Gloves:RUBBER Eye Protection:SAFETY GLASSES/MONO GOGGLES. Other Protective Equipment:SHOWER, EYEWASH STATION, PROTECTIVE CLOTHING. Supplemental Safety and Health MORE INFORMATION FOR THIS MSDS ON FILE;
MAPP GAS;METHYL ACETYLENE-PROPADIENE MIXTURE (MAPP); NATURAL RUBBER COPPER ALLOYS ABOVE 67% COPPER,SILVER MERCURY,HALOGENS,ACIDS,METALLIC SODIUM OR POTASSIUM;;Respiratory Protection:NOT NORMALLY REQUIRED.DO NOT ENTER AREA OF HIGH MAPP CONCENTRATION UNTIL FIRST PURGING WITH INERT GAS AND THEN VENTILATING WITH AIR. Ventilation:PROVIDE LOCAL EXHAUST OR MECHANICAL VENT.IF WELDING OR CUTTING IN CONFINED AREA. Protective Gloves:LEATHER OR ASBESTOS WHEN WELDING/CUTTING Eye Protection:FILTER LENSES WHEN WELDING OR CUTTING Supplemental Safety and Health USE AIR SUPPLIED RESPIRATOR FOR EXTREME CONFINED AREAS WHERE TLV'S MAY BE EXCEEDED WHEN WELDING OR CUTTING.WARNING:ANY LEAKS OF MAPP PRESENT GREAT DANGER OF EXPLOSION OR FIRE;
KODAK EKTAPRINT R-1000 STOP BATH 365676;ACETIC ACID (GLACIAL), ETHANOIC ACID *97-2*, WATER, SODIUM ACETATE, ANHYDROUS; ALKALI;;Respiratory Protection:USE A NIOSH APPROVED RESPIRATOR FOR ORGANIC ACID VAPOR. Ventilation:LOCAL EXHAUST: RECOMMENDED. MECHANICAL (GENERAL): RECOMMENDED AT LEAST TEN AIR CHANGES PER HOUR FOR GOOD GENERAL ROOM. Protective Gloves:RUBBER Eye Protection:GOGGLES/FACE SHIELD Other Protective Equipment:PROTECTIVE CLOTHING. Work Hygienic Practices:REMOVE/LAUNDER CONTAMINATED CLOTHING BEFORE REUSE. REMOVE/DISCARD CONTAMINATED SHOES. Supplemental Safety and Health;
WHITE LUBE;PETROLEUM DISTILLATE, PETROLEUM OIL, BASE OIL, METHYL CHLOROFORM (1,1,1-TRICHLOROETHANE) (CHLOROTHENE NU),, LITHIUM GREASE; ;TEMPERATURES >120F;Respiratory Protection:NONE REQUIRED AS LONG AS NOT USED IN SMALL CLOSED AREA. Ventilation:GENERAL VENTILATION IS ADEQUATE. Eye Protection:GOGGLES Supplemental Safety and Health;
MICROSOL E-1236 ORANGE (SEE SUPP DATA);PIGMENTS (WHEN COMBINED WITH FILLER - 6% OF PRODUCT), FILLER, POLY VINYL CHLORIDE RESIN, MIXED PLASTICIZERS, MIXED STABILIZERS; WATER, PAINT THINNERS & OXIDIZING AGENTS;;Respiratory Protection:MANUFACTURER STATES NONE REQUIRED Ventilation:LOCAL EXHAUST FROM CURING OVEN, ALSO PAINT OVEN TYPE. Protective Gloves:RECOMMENDED Eye Protection:RECOMND FOR SPLASHING Supplemental Safety and Health OTHER TRADE NAME:MICCROSOL E-1005 ORANGE. FLASHPOINT:PRODUCT CURES BEFORE REACHING FLASHPOINT;
THINNER, 5500;SOLVENT NAPHTHA (PETROLEUM) MEDIUM ALIPHATIC, (RULE 66, VOLATILE ORGANIC COMPOUNDS: 780 G/L, 6.50 LB/GAL, SUPP DATA:FLAME CUTTING ON SURFACES COATED W/THIS PRODUCT.; T;T;Respiratory Protection:IF VAPOR CONCENTRATION EXCEEDS THE TLV LISTED IN INGREDIENT SECTION, USE NIOSH/MSHA APPROVED RESPIRATOR W/ORGANIC CHEMICAL CARTRIDGE. CONSULT A REPUTABLE SAFETY SUPPLY COMPANY FOR PROPER RESPIRATOR SE LECTION. Ventilation:PROVIDE GEN DILUTION OR LOC EXHST VENT IN VOL/PATTERN TO KEEP TLV OF MOST HAZ INGRED IN INGRED SECTION BELOW (SUPP DATA) Protective Gloves:SOLVENT RESISTANT GLOVES. Eye Protection:CHEMICAL WORKERS GOGGLES . Other Protective Equipment:PREVENT PROLONGED SKIN CONTACT W/CONTAMINATED CLOTHING. Work Hygienic Practices:WASH W/SOAP & WATER BEFORE EATING, SMOKING OR USING TOILET FACILITIES. Supplemental Safety and Health EXPLO HAZ:HOT SURF. WATER SPRAY MAY BE INEFT. WATER MAY BE USED TO COOL CLSD CONTRS TO PVNT PRESS BUILDUP & POSS AUTOIGNITION OR EXPLOS EXPOSED TO EXTREME HEAT. IF WATER IS USED, FOG NOZZ ARE PREF. VE NT:ACCEPTABLE LIMIT, LEL IN FIRE/EXPLOSSECTION BELOW STATED LIMIT, & TO REMOVE DECOMP PRODS DURING WELDING OR (ING 3);
REGULAR GASOLINE;BENZENE (SARA III), XYLENES (O-,M-,P- ISOMERS) (SARA III), TOLUENE (SARA III); ;BURNING CAN BE STARTED EASILY;Respiratory Protection:AVOID BREATHING VAPOR AND/OR MIST.USE WITH ADEQUATE VENTILATION. Ventilation:KEEP AREA WELL VENTILATED. Protective Gloves:WEAR PROTECTIVE GLOVES,IF REPEATED USE. Eye Protection:SAFETY GLASSES ARE GOOD PRACTICE. Supplemental Safety and Health ASPIRATION OF THIS PRODUCT INTO THE LUNGS CAN CAUSE CHEMICAL PNEUMONIA AND CAN BE FATAL.ASPIRATION INTO THE LUNGS CAN OCCUR WHILE VOMITING AFTER INGESTION OF THIS PRODUCT;
WOC200544, WINTON OIL COLOURS TITANIUM WHIT;NON HAZARDOUS INGREDIENTS.; COMBUSTIBLE MATTER E.G., COTTON WASTE;;Respiratory Protection:NIOSH/MSHA APPROVED RESPIRATOR APPROPRIATE FOR EXPOSURE OF CONCERN . Protective Gloves:IMPERVIOUS GLOVES . Eye Protection:CHEMICAL WORKERS GOGGLES . Other Protective Equipment:USE BARRIER CREAMS. Work Hygienic Practices:NORMAL HYGIENE. Supplemental Safety and Health NONE SPECIFIED BY MANUFACTURER;
R30605, HAYNES 25 ALLOY;COBALT, CHROMIUM, IRON, MANGANESE, NICKEL, SILICON, TUNGSTEN; AVOID CONTACT WITH MINERAL ACIDS AN OXIDIZING AGENTS WHICH MAY GENERATE HYDROGEN GAS, THE EVOLUTION OF HYDROGEN MAY BE AN EXPLOSION HAZARD;THESE ALLOYS ARE STABLE MATERIALS;Respiratory Protection:USE NIOSH APPROVED RESPIRATORS AS SPECIFIED BY AN INDUSTRIAL HYGIENIST OR QUALIFIED SAFETY PROFESSIONAL. LUNG FUNCTIONS TESTS ARE RECOMMENDED FOR USERS OF NEGATIVE PRESSURE DEVICES. USE A FUME RESPIRA TOR OR AN AIR SUPPLIED RESPIRATOR WHERE LOCAL EXHAUST OR VENTILATION DOES NOT KEEP EXPOSURE BELOW THE OSHA LIMITS FOR AIR CONTAMINATION. Ventilation:LOCAL EXHAUST VENTILATION SHOULD BE USED TO CONTROL EXPOSURE TO AIRBORNE DUST AND FUME EMISSIONS NEAR THE SOURCE BELOW THE EXPOSURE LIMITS CITED. Protective Gloves:WEAR GLOVES TO PREVENT METAL CUTS & SKIN ABRASIONS. Eye Protection:SAFETY GLASSES. (CONTACT LENSES SHOULD NOT BE WORN). Other Protective Equipment:PROTECTIVE CLOTHING SUCH AS UNIFORMS, DISPOSABLE COVERALLS, SAFETY SHOES, ETC. Work Hygienic Practices:PRACTICE GOOD PERSONAL HYGIENE AFTER HANDLING DUST OR POWDER FORMS OF THIS MATERIAL, ESPECIALLY BEFORE EATING, DRINKING, SMOKING OR APPLYING COSMETICS. Supplemental Safety and Health IF PRIOR DAMAGE OR DISEASE TO THE NEUROLOGIC (NERVOUS), CIRCULATORY, HEMATOLOGIC (BLOOD) OR RENAL (KIDNEY) SYSTEMS HAS OCCURRED, PROPER SCREENING OR EXAMINATIONS SHOULD BE CONDUCTED ON INDIVIDUALS WHO MAY BE EXPOSED TO FURTHER RISK IF HANDLING AND USE OF THESE MATERIAL CAUSE EXCESSIVE EXPOSURE;
R30155, MULTIMET;CHROMIUM, IRON, MANGANESE, MOLYBDENUM, NICKEL, SILICON, TUNGSTEN, COLUMBIUM (CB) + TANTALUM (TA), COBALT; AVOID CONTACT WITH MINERAL ACIDS AN OXIDIZING AGENTS WHICH MAY GENERATE HYDROGEN GAS, THE EVOLUTION OF HYDROGEN MAY BE AN EXPLOSION HAZARD;THESE ALLOYS ARE STABLE MATERIALS;Respiratory Protection:USE NIOSH APPROVED RESPIRATORS AS SPECIFIED BY AN INDUSTRIAL HYGIENIST OR QUALIFIED SAFETY PROFESSIONAL. LUNG FUNCTIONS TESTS ARE RECOMMENDED FOR USERS OF NEGATIVE PRESSURE DEVICES. USE A FUME RESPIRA TOR OR AN AIR SUPPLIED RESPIRATOR WHERE LOCAL EXHAUST OR VENTILATION DOES NOT KEEP EXPOSURE BELOW THE OSHA LIMITS FOR AIR CONTAMINATION. Ventilation:LOCAL EXHAUST VENTILATION SHOULD BE USED TO CONTROL EXPOSURE TO AIRBORNE DUST AND FUME EMISSIONS NEAR THE SOURCE BELOW THE EXPOSURE LIMITS CITED. Protective Gloves:WEAR GLOVES TO PREVENT METAL CUTS & SKIN ABRASIONS. Eye Protection:SAFETY GLASSES. (CONTACT LENSES SHOULD NOT BE WORN). Other Protective Equipment:PROTECTIVE CLOTHING SUCH AS UNIFORMS, DISPOSABLE COVERALLS, SAFETY SHOES, ETC. Work Hygienic Practices:PRACTICE GOOD PERSONAL HYGIENE AFTER HANDLING DUST OR POWDER FORMS OF THIS MATERIAL, ESPECIALLY BEFORE EATING, DRINKING, SMOKING OR APPLYING COSMETICS. Supplemental Safety and Health IF PRIOR DAMAGE OR DISEASE TO THE NEUROLOGIC (NERVOUS), CIRCULATORY, HEMATOLOGIC (BLOOD) OR RENAL (KIDNEY) SYSTEMS HAS OCCURRED, PROPER SCREENING OR EXAMINATIONS SHOULD BE CONDUCTED ON INDIVIDUALS WHO MAY BE EXPOSED TO FURTHER RISK IF HANDLING AND USE OF THESE MATERIAL CAUSE EXCESSIVE EXPOSURE;
ACACIA, G85-500;GUM ARABIC; ACACIA PRECIPITATES OR GELS WHEN ADDED TO FERRIC SALTS, BORAX, BASIC LEAD ACETATE, ALCOHOL, SODIUM SILICATE, GELATIN OR AMMONIATED TINCTURE OF GUAIAC;INCOMPATIBLE MATERIALS, EXCESS HEAT, STRONG OXIDANTS;Respiratory Protection:A NIOSH APPROVED AIR PURIFYING DUST OR MIST RESPIRATOR OR EUROPEAN STANDARD EN 149. Ventilation:USE ADEQUATE VENTILATION TO KEEP AIRBORNE CONCENTRATIONS LOW. Protective Gloves:APPROPRIATE PROTECTIVE GLOVES. WEAR IMPERVIOUS GLOVES . Eye Protection:ANSI APPROVED CHEMICAL WORKERS GOGGLES . Other Protective Equipment:ANSI APPROVED EMERGENCY EYEWASH AND DELUGE SHOWER . WEAR APPROPRIATE PROTECTIVE CLOTHING TO MINIMIZE CONTACT WITH SKIN. Supplemental Safety and Health PHYSICAL/CHEM PROPERTIES: MOLECULAR FORMULA: NOT APPLIC. OTHER INFO: CAUSES SKIN IRRITATION. MAY CAUSE ALLERGIC RESPIRATORY REACTION. MAY CAUSE ALLERGIC SKIN REACTION. SENSITIZER. CAUSES SEVERE EYE IR RITATION. CAUSES DIGESTIVE & RESPIRATORY TRACT IRRITATION. TARGET ORGANS: RESPIRATORY SYSTEM;
O-CRESOLPHTHALEIN INDICATOR SOLUTION;METHYL ALCOHOL (METHANOL) (SARA III), ORTHO CRESOLPHTHALEIN, CAS #596-27-0; STRONG OXIDIZING AGENTS;HEAT, IGNITION SOURCES;Ventilation:LOCAL EXHAUST IS RECOMMENDED. Protective Gloves:RUBBER Eye Protection:SAFETY GOGGLES Other Protective Equipment:RUBBER BOOTS,APRONS,FACE SHIELD,CHEMICAL CARTRIDGE RESPIRATO Supplemental Safety and Health MSDS FROM HACH COMPANY,DATED:4/15/86, CAT #258 & MSDS CHANGE #5902, PH OF SOLUTION:3.0;
XO-20 XO-RUST ENAMEL;XYLENE, DIMETHYLBENZENE, XYLOL (IARC - GROUP 3) *97-1*, TOLUENE (IARC CARC- GROUP 3) *97-1*, ACETONE, DIMETHYL KETONE, 2-PROPANONE *97-1*, HYDROCARBON PROPELLANT, PETROLEUM GASES LIQUIFIED, GROG, CALCIUM-BARIUM PHOSPHOSILICATE, ALUMINUM SILICATE; STRONG OXIDIZING AGENTS;HEAT, SPARKS, OPEN FLAME, TEMPS >120F & OTHER IGNITION SOURCES;Respiratory Protection:WEAR A NIOSH/MSHA APPROVED AIR SUPPLIED RESPIRATOR IF TLVS ARE EXCEEDED. WEAR AN APPROVED MECHANICAL FILTER TO REMOVE SOLID AIRBORNE PARTICLES OF OVERSPRAY DURING SPRAY APPLICATION. Ventilation:MECHANICAL (GENERAL)/LOCAL EXHAUST: SUFFICIENT TO MAINTAIN EXPOSURE <TLVS. Protective Gloves:REQUIRED Eye Protection:SAFETY GLASSES Other Protective Equipment:IMPERVIOUS CLOTHING & BOOTS Work Hygienic Practices:DON'T REUSE CONTAMINATED CLOTHING. WASH THOROUGHLY AFTER HANDLING. Supplemental Safety and Health;
MOLY GEE LUBE AEROSOL;DICHLOROMETHANE (METHYLENE CHLORIDE) (SUSPECTED HUMAN; ;HEAT OR TEMPERATURE >120F;Respiratory Protection:NONE REQUIRED AS LONG AS NOT USED IN SMALL CLOSED AREA. Ventilation:GENERAL VENTILATION IS ADEQUATE. Protective Gloves:RUBBER Eye Protection:GOGGLES Supplemental Safety and Health;
2090 ORIGINAL BRUSH GRADE CONTACT ADHESIVE;PHENOLIC RESIN, LACTOL SPIRITS, METHYLENE CHLORIDE (SARA III), METHYL ETHYL KETONE (2-BUTANONE) (MEK) (SARA III), TOLUENE (SARA III), NEOPRENE (2 CHLORO-1, 3-BUTADIENE POLYMER); STRONG OXIDIZERS & CAUSTICS;EXCESSIVE HEAT, SPARKS, OPEN FLAMES, SOURCES OF IGNITION & DIRECT SUNLIGHT;Respiratory Protection:IF 8 HOUR EXPOSURE LIMIT/VALUE IS EXCEEDED FOR ANY COMPONENT, USE AN APPROVED NIOSH/MSHA RESPIRATOR. Ventilation:PROVIDE LOCAL EXHAUST/MECHANICAL VENTILATION TO KEEP <TLV. Protective Gloves:IMPERVIOUS Eye Protection:GOGGLES, SAFETY GLASSES W/SIDE SHIELD Other Protective Equipment:EYEWASH, SOLVENT IMPERVIOUS APRON, BARRIER CREAMS Work Hygienic Practices:REMOVE/LAUNDER CONTAMINATED CLOTHING BEFORE REUSE. Supplemental Safety and Health;
EXTRAX;NON-HAZARDOUS FOR INGREDIENTS; ;;Respiratory Protection:NONE Ventilation:LOCAL EXHAUST Protective Gloves:NONE Eye Protection:SAFETY GLASSES Supplemental Safety and Health PH IS FOR 1% SOLUTION;
04GY002 MIL-C-85285B 36375 TYPE II;TOLUENE (SARA 313) (CERCLA), METHYL PROPYL KETONE (2-PENTANONE), ANTI MAR AGENT (PROPRIETARY), XYLENES (O-,M-,P- ISOMERS) (SARA 313) (CERCLA), ETHYL BENZENE (SARA 313), ETHYL-3-ETHOXYPROPIONATE, DIBUTYLTIN DILAURATE, VOLATILE ORGANIC CONTENT: 303 G/L; STRONG OXIDIZING AGENTS;HIGH TEMPERATURES, SPARKS OR OPEN FLAMES;Respiratory Protection:IF ENGINEERING CONTROLS FAIL OR NON-ROUTINE USE OR AN EMERGENCY OCCURS, WEAR AN MSHA/NIOSH APPROVED RESPIRATOR OR AN AIR-SUPPLIED RESPIRATOR OR SCBA, AS REQUIRED. USE IN ACCORDANCE WITH 29 CFR 1910.13 4 AND MANUFACTURER'S RECOMMENDATIONS. Ventilation:USE ADEQUATE EXPLOSION-PROOF MECHANICAL VENTILATION OR LOCAL EXHAUST TO MAINTAIN EXPOSURE BELOW TLV(S). Protective Gloves:COTTON, NEOPRENE, RUBBER, POLYETHYLENE Eye Protection:SAFETY GLASSES/CHEMICAL SPLASH GOGGLES. Other Protective Equipment:LONG SLEEVED SHIRTS AND LONG LEG TROUSERS ARE RECOMMENDED. Work Hygienic Practices:WASH HANDS AFTER HANDLING AND BEFORE EATING, DRINKING, OR SMOKING. LAUNDER CONTAMINATED CLOTHES BEFORE REUSE. Supplemental Safety and Health KEY;
ACACIA, ZZZ;GUM ARABIC; ACACIA PRECIPITATES OR GELS WHEN ADDED TO FERRIC SALTS, BORAX, BASIC LEAD ACETATE, ALCOHOL, SODIUM SILICATE, GELATIN OR AMMONIATED TINCTURE OF GUAIAC;INCOMPATIBLE MATERIALS, EXCESS HEAT, STRONG OXIDANTS;Respiratory Protection:A NIOSH APPROVED AIR PURIFYING DUST OR MIST RESPIRATOR OR EUROPEAN STANDARD EN 149. Ventilation:USE ADEQUATE VENTILATION TO KEEP AIRBORNE CONCENTRATIONS LOW. Protective Gloves:APPROPRIATE PROTECTIVE GLOVES. WEAR IMPERVIOUS GLOVES . Eye Protection:ANSI APPROVED CHEMICAL WORKERS GOGGLES . Other Protective Equipment:ANSI APPROVED EMERGENCY EYEWASH AND DELUGE SHOWER . WEAR APPROPRIATE PROTECTIVE CLOTHING TO MINIMIZE CONTACT WITH SKIN. Supplemental Safety and Health PHYSICAL/CHEM PROPERTIES: MOLECULAR FORMULA: NOT APPLIC. OTHER INFO: CAUSES SKIN IRRITATION. MAY CAUSE ALLERGIC RESPIRATORY REACTION. MAY CAUSE ALLERGIC SKIN REACTION. SENSITIZER. CAUSES SEVERE EYE IR RITATION. CAUSES DIGESTIVE & RESPIRATORY TRACT IRRITATION. TARGET ORGANS: RESPIRATORY SYSTEM;
01657 RANDO OIL HD 32;MINERAL OIL (EXPOSURE REGULATED AS 'OIL MIST'), METHACRYLATE POLYMER, ZINC DITHIOPHOSPHATE; ;;Respiratory Protection:NONE REQUIRED IF EXPOSURES ARE WITHIN PERMISSIBLE CONCENTRATIONS. Ventilation:NORMAL VENTILATION Eye Protection:CHEMICAL GOGGLES OPTIONAL Supplemental Safety and Health P.O. BOX 509 BEACON, NY 12508;
DISHWASHING COMPOUND, MACHINE CHLORINATED;SODIUM METASILICATE, ANHYDROUS, SODIUM HYDROXIDE (CERCLA); MOISTURE & STRONG ACIDS;;Respiratory Protection:NONE REQUIRED. Ventilation:NONE REQUIRED. Protective Gloves:RECOMMENDED. Eye Protection:GOGGLES. Other Protective Equipment:NONE Supplemental Safety and Health NK;
FEEN-A-MINT GUM, PX0518;PHENOLPHTHALEIN; ;;Respiratory Protection:NIOSH/MSHA APPROVED RESPIRATOR APPROPRIATE FOR EXPOSURE OF CONCERN . Ventilation:MATL SHOULD BE HANDLED/TRANSFERRED IN NIOSH/MSHA APPRVD FUME HOOD/WITH ADEQUATE VENTILATION. Protective Gloves:NEOPRENE/EQUIVALENT GLOVES. Eye Protection:ANSI APPRVD CHEM WORKERS GOGGLES . Other Protective Equipment:ANSI APPRVD EMERGENCY EYE WASH & DELUGE SHOWER . Work Hygienic Practices:WASH THOROUGHLY AFTER HANDLING. Supplemental Safety and Health SPILL PROC:CONTAINERIZE FOR PROPER DISP AS DESCRIBED UNDER DISP. COMPLY W/FED, ST, & LOC REGS ON RPTG RELEASES. REFER TO REGULATORY INFO FOR REPORTABLE QTY & OTHER REGULATORY DATA;
LECOSET 7007, LIQUID, 813-091;METHACRYLIC ACID, METHYL ESTER, (METHYL METHACRYLATE) (SARA, METHACRYLATE, (1,4-BUTANEDIOLDI-METHACRYLATE), PHOSPHOROUS ACID, TRIS(1-METHYLETHYL)ESTER), (PHOSPHOROUS, P-TOLUIDINE, N,N-DIMETHYL-, (N,N-DIMETHYL-P-TOLUIDINE); OXIDIZING AGENTS, PEROXIDES, BASES, ACIDS, REDUCING AGENTS, AMINES, HALOGENS, HEAT MAY POLYMERIZE ON EXPOS TO LIGHT;;Respiratory Protection:NIOSH/MSHA APPROVED RESPIRATOR. Ventilation:USE ONLY IN A CHEMICAL FUME HOOD. Protective Gloves:WEAR HEAVY RUBBER GLOVES. Eye Protection:ANSI APPROVED CHEM WORKERS GOGGS(SUPDAT) Other Protective Equipment:ANSI APPROVED EMERGENCY EYE WASH AND DELUGE SHOWER . Work Hygienic Practices:WASH THOROUGHLY AFTER HANDLING. Supplemental Safety and Health VP:40 MBAR @ 68F(20C), 64 MBAR @ 86F(30C), 0.5 MPAS @ 104F(40C). LEL:2.1% (% BY VOL IN AIR, 77F(25C),1011 MBAR) UEL:12.5% (% BY VOL IN AIR, 77F(25C), 1011 MBAR). FIRST AID PROC:IS CONSCIOUS. CALL MD. SPILL PROC:DO NOT EMPTY INTO WATERS ANDDRAINS. EYE PROT:AND FULL LENGTH FACE SHIELD ;
R30188, HAYNES 188 ALLOY;COBALT, CHROMIUM, IRON, MANGANESE, NICKEL, SILICON, TUNGSTEN, LANTHANUM; AVOID CONTACT WITH MINERAL ACIDS AN OXIDIZING AGENTS WHICH MAY GENERATE HYDROGEN GAS, THE EVOLUTION OF HYDROGEN MAY BE AN EXPLOSION HAZARD;THESE ALLOYS ARE STABLE MATERIALS;Respiratory Protection:USE NIOSH APPROVED RESPIRATORS AS SPECIFIED BY AN INDUSTRIAL HYGIENIST OR QUALIFIED SAFETY PROFESSIONAL. LUNG FUNCTIONS TESTS ARE RECOMMENDED FOR USERS OF NEGATIVE PRESSURE DEVICES. USE A FUME RESPIRA TOR OR AN AIR SUPPLIED RESPIRATOR WHERE LOCAL EXHAUST OR VENTILATION DOES NOT KEEP EXPOSURE BELOW THE OSHA LIMITS FOR AIR CONTAMINATION. Ventilation:LOCAL EXHAUST VENTILATION SHOULD BE USED TO CONTROL EXPOSURE TO AIRBORNE DUST AND FUME EMISSIONS NEAR THE SOURCE BELOW THE EXPOSURE LIMITS CITED. Protective Gloves:WEAR GLOVES TO PREVENT METAL CUTS & SKIN ABRASIONS. Eye Protection:SAFETY GLASSES. (CONTACT LENSES SHOULD NOT BE WORN). Other Protective Equipment:PROTECTIVE CLOTHING SUCH AS UNIFORMS, DISPOSABLE COVERALLS, SAFETY SHOES, ETC. Work Hygienic Practices:PRACTICE GOOD PERSONAL HYGIENE AFTER HANDLING DUST OR POWDER FORMS OF THIS MATERIAL, ESPECIALLY BEFORE EATING, DRINKING, SMOKING OR APPLYING COSMETICS. Supplemental Safety and Health IF PRIOR DAMAGE OR DISEASE TO THE NEUROLOGIC (NERVOUS), CIRCULATORY, HEMATOLOGIC (BLOOD) OR RENAL (KIDNEY) SYSTEMS HAS OCCURRED, PROPER SCREENING OR EXAMINATIONS SHOULD BE CONDUCTED ON INDIVIDUALS WHO MAY BE EXPOSED TO FURTHER RISK IF HANDLING AND USE OF THESE MATERIAL CAUSE EXCESSIVE EXPOSURE;
MISTY DISINFECTANT FOAM CLEANER (GLEAM);ISOBUTANE, 2-METHYLPROPANE, DIETHYLENE GLYCOL ETHYL ETHER, CARBITOL, CARBITOL, 2-BUTOXYETHANOL, TETRASODIUM SALT OF ETHYLENEDIAMINETETRAACETIC ACID; STRONG OXIDIZERS;HEAT, SPARKS AND OPEN FLAMES;Respiratory Protection:IF >TLV, USE A RESPIRATOR APPROVED BY NIOSH IN A POSITIVE PRESSURE MODE. Ventilation:ADEQUATE VENTILATION TO KEEP <TLV. Protective Gloves:LATEX Eye Protection:SAFETY GLASSES Work Hygienic Practices:WASH HANDS W/SOAP & WATER BEFORE HANDLING FOOD. Supplemental Safety and Health LAB ANIMALS HAVE EXPERIENCEDANEMIA, LIVEWR, KIDNEY, LUNG, BLOOD DAMAGE TO GLYCOL ETHER, DIARRHEA, VOMITING, & GASTROINTESTINAL IRRITATION;
